
0.0000	152564275208670967
0.0000	152564275208676067
0.0000	152564275508671330
0.0000	152564275608671370
0.0000	152564275708671393
0.0000	152564275808671370
0.0000	152564275908671285
0.0000	152564276008671354
0.0000	152564276108671294
0.0000	152564276208671317
0.0000	152564276308671395
0.0000	152564276408671332
0.5839	152564276408954119
1.0290	152564276408959202
1.1935	152564276608671377
1.1516	152564276708671286
1.2194	152564276808671420
1.1226	152564276908671365
1.2452	152564277008671345
1.1000	152564277108671310
1.2677	152564277208671315
1.0774	152564277308671312
1.2871	152564277408671291
1.0613	152564277508671290
1.3000	152564277608671342
1.0613	152564277708671293
1.2871	152564277808671272
1.1226	152564277908671292
1.2323	152564278008671296
1.1323	152564278108671278
1.2194	152564278208671287
1.1452	152564278308671269
1.2065	152564278408671290
1.1613	152564278508671300
1.1903	152564278608671296
1.1774	152564278708671332
1.1742	152564278808671304
1.1903	152564278908671299
1.1581	152564279008671285
1.2065	152564279108671315
1.1452	152564279208671288
1.2194	152564279308671292
1.1323	152564279408671295
1.2323	152564279508671283
1.0839	152564279608671286
0.9968	152564279707041006
1.0000	152564279707645036
0.9968	152564279701711644
1.0000	152564279701867343
0.9968	152564279702745020
1.0000	152564279702943027
0.9968	152564279703782343
1.0000	152564279704015623
0.9968	152564279704822158
1.0000	152564279705085360
0.9968	152564279705874574
1.0000	152564279706141173
0.9968	152564279706929197
1.0000	152564279707196246
0.9968	152564279707984059
1.0000	152564279708251467
0.9968	152564279709039693
1.0000	152564279709306862
0.9968	152564279809453443
1.0000	152564279803618971
0.9968	152564279801150048
1.0000	152564279801416977
0.9968	152564279802206780
1.0000	152564279802470626
0.9968	152564279803267149
1.0000	152564279803518790
0.9968	152564279804333531
1.0000	152564279804562015
0.9968	152564279805423193
1.0000	152564279805582966
0.9968	152564279806514100
1.0000	152564279806601405
1.2452	152564279908671290
0.9968	152564280008659637
1.0000	152564280008784295
